======================================
ACTIVITY code University of Birmingham
======================================
 
Date: 01:29 04/02/2014
Calculation Settings
 
Beam Duration/s:                 0.3000000000D+03
Beam Current/uA:                 0.1000000000D+01
Beam Energy/MeV:                 0.9000000000D+01
Beam Area/mm2:                   0.1000000000D+03
Target Thickness/Angstrom:       0.1000000000D+09
Target Density/kgm-3:            0.8000000000D+04
Activity Measurement Time/s:     0.8640000000D+05
Input File:                     examples/ER309L9MeVProton.in                                
Isotope File:                   data/isotopes.txt                                           
Decay Modes File:               data/decaymodes.txt                                         
Gamma Energies File:            data/gammaenergies.txt                                      
XS File Directory:              data/xs                                                     
 
 
Starting Isotope Tally
Element Z   A   Metastable Atoms/mg            Activity      
     C  006 012 0          0000024999519846400  0.0000000000D+00
     C  006 013 0          0000000231973847040  0.0000000000D+00
     N  007 014 0          0000075634726404096  0.0000000000D+00
     N  007 015 0          0000000240936189952  0.0000000000D+00
     SI 014 028 0          0000140307530252288  0.0000000000D+00
     SI 014 029 0          0000006645581086720  0.0000000000D+00
     SI 014 030 0          0000004098387869696  0.0000000000D+00
     P  015 031 0          0000004482226192384  0.0000000000D+00
     S  016 032 0          0000000307387793408  0.0000000000D+00
     S  016 033 0          0000000002288125952  0.0000000000D+00
     S  016 034 0          0000000012190903296  0.0000000000D+00
     TI 022 046 0          0000001163515002880  0.0000000000D+00
     TI 022 047 0          0000001005001572352  0.0000000000D+00
     TI 022 048 0          0000009546493853696  0.0000000000D+00
     TI 022 049 0          0000000672467255296  0.0000000000D+00
     TI 022 050 0          0000000618440491008  0.0000000000D+00
     V  023 050 0          0000000017264517120  0.0000000000D+00
     V  023 051 0          0000006611057770496  0.0000000000D+00
     CR 024 050 0          0000136951927668736  0.0000000000D+00
     CR 024 052 0          0002441985797390336  0.0000000000D+00
     CR 024 053 0          0000266542264614912  0.0000000000D+00
     CR 024 054 0          0000063932744073216  0.0000000000D+00
     MN 025 055 0          0000175352492064768  0.0000000000D+00
     FE 026 054 0          0000403606398304256  0.0000000000D+00
     FE 026 056 0          0005891467843207168  0.0000000000D+00
     FE 026 057 0          0000131325747003392  0.0000000000D+00
     FE 026 058 0          0000016903303069696  0.0000000000D+00
     CO 027 059 0          0000002476234244096  0.0000000000D+00
     NI 028 058 0          0000884904191590400  0.0000000000D+00
     NI 028 060 0          0000318543295938560  0.0000000000D+00
     NI 028 061 0          0000013396622704640  0.0000000000D+00
     NI 028 062 0          0000041347654352896  0.0000000000D+00
     NI 028 064 0          0000009882502692864  0.0000000000D+00
     CU 029 063 0          0000002252655034368  0.0000000000D+00
     CU 029 065 0          0000000944100081664  0.0000000000D+00
     NB 041 093 0          0000000383219204096  0.0000000000D+00
     MO 042 092 0          0000000347108933632  0.0000000000D+00
     MO 042 094 0          0000000207759097856  0.0000000000D+00
     MO 042 095 0          0000000350547214336  0.0000000000D+00
     MO 042 096 0          0000000359941636096  0.0000000000D+00
     MO 042 097 0          0000000202149658624  0.0000000000D+00
     MO 042 098 0          0000000500908851200  0.0000000000D+00
     MO 042 100 0          0000000192313556992  0.0000000000D+00
 
Final Isotope Tally
Element Z   A   Metastable Atoms/mg            Activity      T1/2          
     FE 026 054 0          0000403606203399296  0.0000000000D+00 -0.1000000000D+01
     FE 026 055 0          0000000000119468912  0.1684258525D+03  0.8631403200D+08
     FE 026 056 0          0005891462907868910  0.0000000000D+00 -0.1000000000D+01
     FE 026 057 0          0000131325564137344  0.0000000000D+00 -0.1000000000D+01
     FE 026 058 0          0000016903279487942  0.0000000000D+00 -0.1000000000D+01
     CO 027 055 0          0000000000000344072  0.6634377279D+03  0.6310800000D+05
     CO 027 056 0          0000000001299090608  0.2368961735D+05  0.6672931200D+07
     CO 027 057 0          0000000000082177048  0.4259106234D+03  0.2347833600D+08
     CO 027 058 0          0000000000010215074  0.2030307770D+03  0.6122304000D+07
     CO 027 059 0          0000002476230933602  0.0000000000D+00 -0.1000000000D+01
     NI 028 058 0          0000884903758517780  0.0000000000D+00 -0.1000000000D+01
     NI 028 059 0          0000000000001579614  0.8019845927D-04  0.2396736000D+13
     NI 028 060 0          0000318543119920040  0.0000000000D+00 -0.1000000000D+01
     NI 028 061 0          0000013396613164102  0.0000000000D+00 -0.1000000000D+01
     NI 028 062 0          0000041347626640126  0.0000000000D+00 -0.1000000000D+01
     NI 028 064 0          0000009882493213077  0.0000000000D+00 -0.1000000000D+01
     CU 029 061 0          0000000000000038608  0.3915387411D+03  0.1199880000D+05
     CU 029 063 0          0000002252653468308  0.0000000000D+00 -0.1000000000D+01
     CU 029 064 0          0000000000001926657  0.5127827805D+04  0.4572000000D+05
     CU 029 065 0          0000000944098818184  0.0000000000D+00 -0.1000000000D+01
     ZN 030 064 0          0000000000000001500  0.0000000000D+00 -0.1000000000D+01
     ZN 030 065 0          0000000000000573900  0.3311777302D+01  0.2108678400D+08
     ZN 030 066 0          0000000000000000690  0.0000000000D+00 -0.1000000000D+01
     ZR 040 090 0          0000000000000000270  0.0000000000D+00 -0.1000000000D+01
     ZR 040 091 0          0000000000000000150  0.0000000000D+00 -0.1000000000D+01
     ZR 040 092 0          0000000000000000060  0.0000000000D+00 -0.1000000000D+01
     NB 041 093 0          0000000383218903586  0.0000000000D+00 -0.1000000000D+01
     MO 042 092 0          0000000347108852092  0.0000000000D+00 -0.1000000000D+01
     MO 042 093 0          0000000000000142200  0.1371728772D-03  0.1261440000D+12
     MO 042 094 0          0000000207759022526  0.0000000000D+00 -0.1000000000D+01
     MO 042 095 0          0000000350547040359  0.0000000000D+00 -0.1000000000D+01
     MO 042 096 0          0000000359941436065  0.0000000000D+00 -0.1000000000D+01
     MO 042 097 0          0000000202149522814  0.0000000000D+00 -0.1000000000D+01
     MO 042 098 0          0000000500908438310  0.0000000000D+00 -0.1000000000D+01
     MO 042 100 0          0000000192313456042  0.0000000000D+00 -0.1000000000D+01
     TC 043 095 0          0000000000000036847  0.6227373122D+02  0.7200000000D+05
     TC 043 096 0          0000000000000055971  0.1841792944D+02  0.3697920000D+06
     TC 043 097 0          0000000000000053190  0.7893784852D-07  0.8199360000D+14
     TC 043 098 0          0000000000000195600  0.1797000521D-06  0.1324512000D+15
     RU 044 098 0          0000000000000008640  0.0000000000D+00 -0.1000000000D+01
     RU 044 099 0          0000000000000007290  0.0000000000D+00 -0.1000000000D+01
     RU 044 101 0          0000000000000000030  0.0000000000D+00 -0.1000000000D+01
 
Gamma Spectra 
Z   A   Metastable Gamma Energy/eV Count         
023 048 0           0.8032498750D+06  0.5319777459D+00
023 048 0           0.9283270000D+06  0.2730820990D+01
023 048 0           0.9379998750D+06  0.2837216348D-02
023 048 0           0.9441320000D+06  0.2752100205D+02
023 048 0           0.9835210000D+06  0.3546520852D+03
023 048 0           0.1063899000D+07  0.1773260435D-01
023 048 0           0.1312096000D+07  0.3457857730D+03
023 048 0           0.1437350000D+07  0.4255824941D+00
023 048 0           0.2240395000D+07  0.8547114855D+01
023 048 0           0.2375099000D+07  0.3546520870D-01
023 048 0           0.2421799000D+07  0.3546520870D-01
023 050 0           0.7832898750D+06  0.8087108605D-13
023 050 0           0.1553769000D+07  0.3949596478D-12
024 051 0           0.3200824063D+06  0.2477094212D+02
025 052 0           0.2005800000D+06  0.1533360881D+02
025 052 0           0.3460199063D+06  0.1977228277D+03
025 052 0           0.3980899063D+06  0.1795646288D+02
025 052 0           0.3995700000D+06  0.3692171406D+02
025 052 0           0.5020600000D+06  0.4236917938D+02
025 052 0           0.6001600000D+06  0.7868561951D+02
025 052 0           0.6474698750D+06  0.8070320552D+02
025 052 0           0.7442328750D+06  0.1815821990D+05
025 052 0           0.8481800000D+06  0.6698365636D+03
025 052 0           0.9018898750D+06  0.8877349906D+01
025 052 0           0.9355440000D+06  0.1906613125D+05
025 052 0           0.1045750000D+07  0.1412305979D+02
025 052 0           0.1246278000D+07  0.8494012205D+03
025 052 0           0.1247879000D+07  0.7666804290D+02
025 052 0           0.1333648000D+07  0.1022913110D+04
025 052 0           0.1434092000D+07  0.2017580042D+05
025 052 0           0.1645819000D+07  0.9482626179D+01
025 052 0           0.1981120000D+07  0.6859772117D+01
025 052 0           0.2257419000D+07  0.5447466123D+00
025 054 0           0.8348478750D+06  0.2352016338D+03
026 055 0           0.1259998984D+06  0.2155850903D-06
027 055 0           0.9190000000D+05  0.7712463769D+01
027 055 0           0.3853999063D+06  0.3582563823D+01
027 055 0           0.4114999063D+06  0.7115369593D+01
027 055 0           0.4771999063D+06  0.1338485585D+03
027 055 0           0.5199999063D+06  0.5473361225D+01
027 055 0           0.8036998750D+06  0.1238969922D+02
027 055 0           0.8270000000D+06  0.1393219179D+01
027 055 0           0.9311000000D+06  0.4975782959D+03
027 055 0           0.9845998750D+06  0.3433290279D+01
027 055 0           0.1212799000D+07  0.1741523394D+01
027 055 0           0.1316600000D+07  0.4702114169D+02
027 055 0           0.1369999000D+07  0.1935579589D+02
027 055 0           0.1408499000D+07  0.1119551186D+03
027 055 0           0.1555999000D+07  0.3035227546D+00
027 055 0           0.1622299000D+07  0.2985469724D+00
027 055 0           0.1792100000D+07  0.5423603403D+00
027 055 0           0.1940599000D+07  0.9453987202D-01
027 055 0           0.2144200000D+07  0.5970939448D+00
027 055 0           0.2177600000D+07  0.1940555301D+01
027 055 0           0.2578700000D+07  0.2836196257D+00
027 055 0           0.2872400000D+07  0.7811979260D+00
027 055 0           0.2938900000D+07  0.3781594881D+00
027 055 0           0.3108300000D+07  0.3483048044D-01
027 056 0           0.2634099063D+06  0.5211713445D+01
027 056 0           0.4113799063D+06  0.5922404619D+01
027 056 0           0.4865399063D+06  0.1445066630D+02
027 056 0           0.6550000000D+06  0.9002054883D+01
027 056 0           0.6746998750D+06  0.9002054883D+01
027 056 0           0.7335108750D+06  0.4501027373D+02
027 056 0           0.7877418750D+06  0.7462229475D+02
027 056 0           0.8467708750D+06  0.2367421937D+05
027 056 0           0.8527800000D+06  0.1184480924D+02
027 056 0           0.8965308750D+06  0.2037307023D+02
027 056 0           0.9773728750D+06  0.3432625548D+03
027 056 0           0.9973298750D+06  0.3055960742D+02
027 056 0           0.1037839000D+07  0.3356816297D+04
027 056 0           0.1089030000D+07  0.1184480924D+02
027 056 0           0.1140404000D+07  0.3245477469D+02
027 056 0           0.1159919000D+07  0.2250513686D+02
027 056 0           0.1175101000D+07  0.5420184244D+03
027 056 0           0.1198780000D+07  0.1208170446D+02
027 056 0           0.1238281000D+07  0.1584835471D+05
027 056 0           0.1272200000D+07  0.5685508021D+01
027 056 0           0.1335389000D+07  0.2795374897D+02
027 056 0           0.1360215000D+07  0.1016284579D+04
027 056 0           0.1442750000D+07  0.4382579211D+02
027 056 0           0.1462340000D+07  0.1539825132D+02
027 056 0           0.1640404000D+07  0.1705652199D+02
027 056 0           0.1771351000D+07  0.3664783712D+04
027 056 0           0.1810771000D+07  0.1511397623D+03
027 056 0           0.1963714000D+07  0.1715128339D+03
027 056 0           0.2015181000D+07  0.7201643796D+03
027 056 0           0.2034755000D+07  0.1869110855D+04
027 056 0           0.2113123000D+07  0.8907296106D+02
027 056 0           0.2212933000D+07  0.9357398402D+02
027 056 0           0.2276360000D+07  0.3032270944D+02
027 056 0           0.2373700000D+07  0.1942548660D+02
027 056 0           0.2523860000D+07  0.1610893974D+02
027 056 0           0.2598459000D+07  0.4098303635D+04
027 056 0           0.2657400000D+07  0.4974819604D+01
027 056 0           0.3009595000D+07  0.2747995578D+03
027 056 0           0.3201962000D+07  0.7864952838D+03
027 056 0           0.3253415000D+07  0.1923597015D+04
027 056 0           0.3272990000D+07  0.4572093677D+03
027 056 0           0.3369690000D+07  0.2605855516D+01
027 056 0           0.3451152000D+07  0.2302630469D+03
027 056 0           0.3547930000D+07  0.4737923695D+02
027 056 0           0.3600700000D+07  0.3908786980D+01
027 056 0           0.3611799000D+07  0.2013617467D+01
027 057 0           0.1441290039D+05  0.3901341347D+02
027 057 0           0.1220606016D+06  0.3645794963D+03
027 057 0           0.1364735000D+06  0.4548721221D+02
027 057 0           0.3396899063D+06  0.1575869375D-01
027 057 0           0.3523300000D+06  0.1277731838D-01
027 057 0           0.3667999063D+06  0.5110927661D-02
027 057 0           0.5700900000D+06  0.6729387649D-01
027 057 0           0.6924098750D+06  0.6346068516D+00
027 057 0           0.7065398750D+06  0.2129553063D-01
027 058 0           0.8107591875D+06  0.2019141039D+03
027 058 0           0.8639510000D+06  0.1400912156D+01
027 058 0           0.1674725000D+07  0.1055760043D+01
029 061 0           0.6741200000D+05  0.1657540166D+02
029 061 0           0.1174998984D+06  0.4108024472D-01
029 061 0           0.2155500000D+06  0.8407119823D-01
029 061 0           0.2829560000D+06  0.4776772695D+02
029 061 0           0.3730499063D+06  0.8407119686D+01
029 061 0           0.5291688750D+06  0.1471245963D+01
029 061 0           0.5449998750D+06  0.2292850835D-01
029 061 0           0.5886048750D+06  0.4571371311D+01
029 061 0           0.6256048750D+06  0.1576335010D+00
029 061 0           0.6560078750D+06  0.4217890252D+02
029 061 0           0.8166920000D+06  0.1203746664D+01
029 061 0           0.8412108750D+06  0.8383235550D+00
029 061 0           0.9022938750D+06  0.3248205288D+00
029 061 0           0.9086310000D+06  0.4313425630D+01
029 061 0           0.9473998750D+06  0.3821418153D-01
029 061 0           0.1014800000D+07  0.4108024472D-01
029 061 0           0.1032162000D+07  0.1652763361D+00
029 061 0           0.1064895000D+07  0.1886825202D+00
029 061 0           0.1073465000D+07  0.1275397933D+00
029 061 0           0.1099559000D+07  0.9601313188D+00
029 061 0           0.1117820000D+07  0.1265844703D+00
029 061 0           0.1132350000D+07  0.3520481533D+00
029 061 0           0.1185234000D+07  0.1466946808D+02
029 061 0           0.1446491000D+07  0.1762629103D+00
029 061 0           0.1542204000D+07  0.1003122258D+00
029 061 0           0.1609619000D+07  0.8311584668D-01
029 061 0           0.1662000000D+07  0.2068342623D+00
029 061 0           0.1729472000D+07  0.2111333129D+00
029 061 0           0.1997699000D+07  0.1528567176D-01
029 061 0           0.2124000000D+07  0.1619325972D+00
029 064 0           0.1345770000D+07  0.2427308666D+02
030 065 0           0.3449499063D+06  0.9935331655D-04
030 065 0           0.7706398750D+06  0.9935331655D-04
030 065 0           0.1115539000D+07  0.1675759256D+01
043 095 0           0.1257998984D+06  0.2570709466D-01
043 095 0           0.1260300000D+06  0.6426773666D-02
043 095 0           0.1818799063D+06  0.1577480747D-02
043 095 0           0.2041200000D+06  0.1892976933D+00
043 095 0           0.3079300000D+06  0.2161732322D-01
043 095 0           0.4776999063D+06  0.8179530202D-02
043 095 0           0.5616700000D+06  0.8763782230D-02
043 095 0           0.5931598750D+06  0.1343779936D-01
043 095 0           0.6040398750D+06  0.1892976933D+00
043 095 0           0.7657888750D+06  0.5842521444D+02
043 095 0           0.7749898750D+06  0.1051653197D-01
043 095 0           0.7859298750D+06  0.9055908425D-01
043 095 0           0.8696000000D+06  0.1974772325D+00
043 095 0           0.9476700000D+06  0.1215244508D+01
043 095 0           0.1056700000D+07  0.9348034371D-03
043 095 0           0.1073710000D+07  0.2331165327D+01
043 095 0           0.1221900000D+07  0.5842521638D-02
043 095 0           0.1440999000D+07  0.4089764931D-03
043 095 0           0.1551710000D+07  0.1273669711D-01
043 095 0           0.1645000000D+07  0.3505512960D-03
043 095 0           0.1682999000D+07  0.5842521394D-05
043 096 0           0.1202998984D+06  0.7349490563D-02
043 096 0           0.2194000000D+06  0.7349490563D-02
043 096 0           0.3142699063D+06  0.4483189211D+00
043 096 0           0.3164999063D+06  0.2572319842D+00
043 096 0           0.3498999063D+06  0.1286160822D-01
043 096 0           0.3501000000D+06  0.3674745281D-02
043 096 0           0.3525000000D+06  0.3674745281D-02
043 096 0           0.3717999063D+06  0.1286160822D-01
043 096 0           0.4347099063D+06  0.1378029510D+00
043 096 0           0.4600400000D+06  0.7900702650D-01
043 096 0           0.4810000000D+06  0.1469898113D-01
043 096 0           0.5357798750D+06  0.7533228068D-01
043 096 0           0.5688800000D+06  0.1690382905D+00
043 096 0           0.5912998750D+06  0.2021109985D-01
043 096 0           0.7194998750D+06  0.3674745389D-01
043 096 0           0.7214998750D+06  0.2204847062D-01
043 096 0           0.7782200000D+06  0.1837372675D+02
043 096 0           0.8125398750D+06  0.1510320260D+02
043 096 0           0.8476998750D+06  0.3491006275D-02
043 096 0           0.8498600000D+06  0.1796950468D+02
043 096 0           0.8854000000D+06  0.1837372694D-01
043 096 0           0.1091300000D+07  0.2021109857D+00
043 096 0           0.1126850000D+07  0.2792806410D+01
043 096 0           0.1200170000D+07  0.6798278905D-01
043 096 0           0.1441139000D+07  0.9921811992D-02
043 096 0           0.1497720000D+07  0.1708756569D-01
043 096 0           0.1625700000D+07  0.1837372473D-03
043 098 0           0.6524100000D+06  0.1797000521D-06
043 098 0           0.7453498750D+06  0.1832940497D-06
 
Activity Summary   
--------------------------------
Total Activity/Bq:  0.5178030725D+05
Total power/eVs-1:  0.1475234918D+12
 
Calculated Values  
--------------------------------
Number Density:     0.8729829960D+29
Beam Depth/A:       0.0000000000D+00
Affected Depth/A:   0.2194420250D+07
Affected Volume/m3: 0.2194420112D-07
Affected Atoms      0.1915691388D+22
VPI:                0.6020000076D+02
DPA:                0.5884124039D-04
 
Calculation Time/s:  0.5121599960D+02
